Plot ID	Sp Code	TreeGirth1	TreeGirth2	TreeGirth3	TreeGirth4	TreeGirth5
BSP35	Aeglmarm	15	0	0	0	0
BSP102	Aglabarb	14	0	0	0	0
BSP102	NA	14	0	0	0	0
BSP102	NA	17	0	0	0	0
BSP102	NA	20	0	0	0	0
BSP102	NA	20	0	0	0	0
BSP102	NA	20	0	0	0	0
BSP102	NA	21	0	0	0	0
BSP102	NA	24	0	0	0	0
BSP102	NA	25	0	0	0	0
BSP102	NA	27	0	0	0	0
BSP102	NA	27	0	0	0	0
BSP102	NA	30	0	0	0	0
BSP102	NA	30	0	0	0	0
BSP102	NA	33	0	0	0	0
BSP102	NA	34	0	0	0	0
BSP102	NA	36	0	0	0	0
BSP102	NA	36	0	0	0	0
BSP102	NA	36	0	0	0	0
BSP102	NA	37	0	0	0	0
BSP102	NA	40	0	0	0	0
BSP102	NA	40	0	0	0	0
BSP102	NA	40	0	0	0	0
BSP102	NA	48	0	0	0	0
BSP102	NA	50	0	0	0	0
BSP102	NA	50	0	0	0	0
BSP102	NA	55	0	0	0	0
BSP102	NA	56	0	0	0	0
BSP102	NA	58	0	0	0	0
BSP102	NA	60	0	0	0	0
BSP102	NA	60	0	0	0	0
BSP102	NA	64	0	0	0	0
BSP102	NA	95	0	0	0	0
BSP102	NA	96	0	0	0	0
BSP102	NA	115	0	0	0	0
BSP102	NA	130	0	0	0	0
BSP102	NA	154	0	0	0	0
BSP104	NA	11	0	0	0	0
BSP104	NA	11	0	0	0	0
BSP104	NA	11	0	0	0	0
BSP104	NA	12	0	0	0	0
BSP104	NA	12	0	0	0	0
BSP104	NA	12	0	0	0	0
BSP104	NA	13	0	0	0	0
BSP104	NA	14	0	0	0	0
BSP104	NA	15	0	0	0	0
BSP104	NA	16	0	0	0	0
BSP104	NA	17	0	0	0	0
BSP104	NA	17	0	0	0	0
BSP104	NA	18	0	0	0	0
BSP104	NA	19	0	0	0	0
BSP104	NA	19	0	0	0	0
BSP104	NA	19	0	0	0	0
BSP104	NA	20	0	0	0	0
BSP104	NA	20	0	0	0	0
BSP104	NA	20	0	0	0	0
BSP104	NA	20	0	0	0	0
