RecordID,RodentSurveyID,RodentSpeciesID,Weight,Recapture
586,28,110,26.6,0
587,28,110,23.6,0
588,28,115,23.7,0
589,28,112,14,0
590,28,115,26.8,0
591,28,115,32.5,0
592,28,112,14.2,0
593,28,112,10.6,0
594,28,112,16,0
595,28,111,22.9,0
596,28,111,7.7,0
597,28,112,14.1,0
598,28,110,26.1,0
599,28,112,18.9,0
600,28,112,14.8,0
601,28,112,17.1,0
602,28,112,9.6,0
603,27,112,12.6,0
604,27,119,NA,1
605,27,112,15.5,0
606,27,112,14.9,0
607,27,119,NA,1
608,27,111,24.2,0
609,27,110,20.4,0
610,27,110,28.9,0
611,27,115,NA,1
612,27,112,NA,1
613,27,111,NA,1
614,27,115,26.2,0
615,27,110,20.8,0
616,27,110,23.4,0
617,27,110,18.2,0
618,27,112,18.5,0
619,27,112,NA,1
620,27,115,14.9,0
621,27,119,13.6,0
622,27,110,NA,1
623,27,110,28.8,0
624,27,119,12.8,0
625,27,112,19,0
626,27,112,15.5,0
627,27,115,31.4,0
628,27,112,NA,1
629,27,110,24.3,0
630,27,112,18.1,0
631,27,110,NA,1
632,27,112,NA,1
633,27,112,NA,1
634,27,112,12.9,0
635,27,112,NA,1
636,27,NA,NA,1
637,27,112,16.7,0
638,27,110,NA,1
639,27,115,35.6,0
640,27,112,NA,1
641,27,112,13.6,0
642,27,112,NA,1
643,27,119,NA,1
644,27,115,29.9,0
645,27,112,10.9,0
646,27,112,NA,1
647,27,119,10.7,0
648,28,112,11.3,0
649,28,110,29.3,0
650,28,112,13.8,0
651,28,110,18.8,0
652,28,117,177,0
653,28,110,27.5,0
654,28,117,NA,1
655,28,111,26.1,0
656,28,112,17.8,0
657,28,115,32,0
658,28,115,29.6,0
659,28,110,20.4,0
660,28,115,39.3,0
661,28,111,12.4,0
662,28,NA,NA,1
663,28,110,27.8,0
664,28,111,13.2,0
665,28,117,NA,1
666,28,110,24.8,0
667,28,110,34.6,0
668,28,110,NA,1
669,28,115,NA,1
670,28,119,7.7,0
671,28,112,14.6,0
672,28,112,13.8,0
673,28,112,12.2,0
674,28,112,6.8,0
675,28,110,16.8,0
676,28,112,5.1,0
677,28,112,9.4,0
678,28,112,13.7,0
679,28,115,24.5,0
680,28,112,NA,1
681,28,112,21.5,0
682,28,112,NA,1
683,28,110,26.6,0
684,28,112,14.6,0
685,28,110,26,0
686,28,115,34.3,0
687,28,112,14,0
688,28,112,NA,1
689,25,111,12,0
690,25,115,40.4,0
691,25,111,11.8,0
692,25,111,13.4,0
693,25,112,15.4,0
694,25,115,38.6,0
695,25,112,14.9,0
696,25,119,12.3,0
697,25,120,18.4,0
698,25,112,15.1,0
699,25,119,11.2,0
700,25,115,32.4,0
701,25,115,28.9,0
702,25,115,32.6,0
703,25,112,17.3,0
704,25,112,20.5,0
705,25,115,28.7,0
706,25,112,8.8,0
707,25,119,10.2,0
708,25,112,10.8,0
709,25,112,12.7,0
710,25,119,12.5,0
711,25,112,14.4,0
712,25,115,36.1,0
713,25,112,19.8,0
714,25,112,11.9,0
715,25,115,39.9,0
716,25,112,9,0
717,25,115,41.6,0
718,25,112,12,0
719,25,112,8.8,0
720,25,115,39.4,0
721,25,112,13.1,0
722,25,111,11.6,0
723,25,111,8,0
724,25,112,14.7,0
725,26,112,17.1,0
726,26,112,15.4,0
727,26,119,11.5,0
728,26,115,40.8,0
729,26,112,13.6,0
730,26,112,10.4,0
731,26,115,34.4,0
732,26,115,33.4,0
733,26,119,11.6,0
734,26,112,10.4,0
735,26,115,36.7,0
736,26,115,44,0
737,26,112,15.6,0
738,26,112,8.1,0
739,26,112,10.7,0
740,26,119,12.3,0
741,26,112,12.9,0
742,26,112,16.7,0
743,26,112,20,0
744,26,115,19.2,0
745,26,112,20.9,0
746,26,112,18.3,0
747,26,115,34.4,0
748,26,119,17.1,0
749,26,115,32,0
750,26,112,15,0
751,26,119,14.5,0
752,26,112,10.6,0
753,26,115,33.3,0
754,26,112,9.7,0
755,26,112,18.8,0
756,26,112,8.4,0
757,26,112,8.9,0
758,26,119,9.2,0
759,26,112,19.8,0
760,26,115,40,0
761,26,115,36.8,0
762,26,112,14.3,0
763,26,112,19.3,0
764,25,112,NA,1
765,25,112,7.8,0
766,25,111,NA,1
767,25,112,21.8,0
768,25,115,NA,1
769,25,111,NA,1
770,25,112,NA,1
771,25,115,31.1,0
772,25,112,NA,1
773,25,112,16.1,0
774,25,112,NA,1
775,25,112,11,0
776,25,112,16.5,0
777,25,115,39.8,0
778,25,119,11.6,0
779,25,115,23.9,0
780,25,115,29.6,0
781,25,112,19.9,0
782,25,112,NA,1
783,25,119,15.3,0
784,25,NA,NA,1
785,25,112,NA,1
786,25,115,NA,1
787,25,118,20.5,0
788,25,112,15.4,0
789,25,115,41.9,0
790,25,NA,NA,1
791,25,112,NA,1
792,26,112,13.5,0
793,26,115,NA,1
794,26,112,19.7,0
795,26,115,41.9,0
796,26,112,NA,1
797,26,112,20.3,0
798,26,112,13.1,0
799,26,119,15.6,0
800,26,112,14.4,0
801,26,112,11.9,0
802,26,115,46.2,0
803,26,112,NA,1
804,26,115,NA,1
805,26,112,NA,1
806,26,112,19.7,0
807,26,119,10.8,0
808,26,112,13.9,0
809,26,112,NA,1
810,26,119,13.4,0
811,26,112,13.3,0
812,26,112,6.8,0
813,26,112,NA,1
814,26,112,13.8,0
815,26,115,NA,1
816,26,119,13.1,0
817,26,115,NA,1
818,15,112,16.4,0
819,15,112,12.8,0
820,15,112,21.3,0
821,15,112,17.1,0
822,15,112,14.9,0
823,15,112,17.1,0
824,15,112,23.6,0
825,15,112,9.8,0
826,15,112,9.4,0
827,15,115,35.5,0
828,15,112,14.8,0
829,15,112,16.6,0
830,15,112,17.2,0
831,15,119,8.7,0
832,15,115,41.8,0
833,15,115,39.2,0
834,15,112,16.1,0
835,15,115,35.4,0
836,15,112,18,0
837,15,112,20.6,0
838,15,112,18.9,0
839,15,112,22.1,0
840,15,112,11.9,0
841,15,112,19.8,0
842,15,112,14.7,0
843,15,112,15.8,0
844,15,112,15.8,0
845,15,112,18.3,0
846,15,112,20.2,0
847,15,112,7.9,0
848,15,112,17.7,0
849,16,115,41.2,0
850,16,112,14.4,0
851,16,112,15.9,0
852,16,112,14.8,0
853,16,112,10.7,0
854,16,112,17.2,0
855,16,112,15.2,0
856,16,112,18.4,0
857,16,112,23.7,0
858,16,115,35.5,0
859,16,112,23,0
860,16,112,16.2,0
861,16,119,11.8,0
862,16,112,18.2,0
863,16,112,16.9,0
864,16,112,15.9,0
865,16,112,19.5,0
866,16,112,20,0
867,16,115,34.6,0
868,16,112,21.7,0
869,16,115,43.3,0
870,16,112,16.1,0
871,16,112,18.2,0
872,16,112,17.5,0
873,16,112,15.4,0
874,16,112,21.2,0
875,16,112,13.5,0
876,16,112,17.6,0
877,16,119,8.7,0
878,16,112,9.5,0
879,16,112,14.7,0
880,16,112,17.8,0
881,16,112,15.9,0
882,16,115,36,0
883,16,112,16.6,0
884,15,112,16.2,0
885,15,112,14.8,0
886,15,112,19.7,0
887,15,115,34.3,0
888,15,112,19.6,0
889,15,112,NA,1
890,15,112,18.9,0
891,15,112,15.5,0
892,15,112,NA,1
893,15,112,15.2,0
894,15,112,NA,1
895,15,112,8.7,0
896,15,119,11.2,0
897,15,112,11.6,0
898,15,112,13.7,0
899,15,112,17,0
900,15,115,33.5,0
901,15,112,17.6,0
902,15,119,13.2,0
903,15,112,NA,1
904,15,112,NA,1
905,15,112,17.3,0
906,15,112,16.8,0
907,15,112,16.3,0
908,15,112,19.5,0
909,15,112,14.8,0
910,15,112,16.9,0
911,15,112,19,0
912,15,112,NA,1
913,15,112,12.7,0
914,15,112,NA,1
915,15,112,20.2,0
916,15,112,12.4,0
917,15,112,19.3,0
918,15,112,18.8,0
919,15,112,NA,1
920,15,112,17.1,0
921,15,112,14.9,0
922,15,112,18.3,0
923,15,112,19.4,0
924,15,NA,NA,1
925,15,112,NA,1
926,16,112,16.4,0
927,16,115,NA,1
928,16,112,20.2,0
929,16,112,15.8,0
930,16,112,14.2,0
931,16,112,NA,1
932,16,112,14.9,0
933,16,112,16.3,0
934,16,112,NA,1
935,16,119,19.4,0
936,16,112,12.6,0
937,16,119,10.7,0
938,16,112,13.5,0
939,16,115,37.5,0
940,16,112,12.3,0
941,16,112,20.3,0
942,16,112,NA,1
943,16,112,22.2,0
944,16,112,NA,1
945,16,112,14.2,0
946,16,112,NA,1
947,16,112,11.1,0
948,16,112,NA,1
949,16,112,19.9,0
950,16,119,5.8,0
951,16,112,18.4,0
952,16,112,NA,1
953,16,112,NA,1
954,16,112,NA,1
955,16,112,11.9,0
956,16,112,NA,1
957,16,112,15.3,0
958,16,112,NA,1
959,16,112,9.3,0
960,16,112,NA,1
961,16,115,NA,1
962,16,112,18.3,0
963,16,119,9.7,0
964,16,112,NA,1
965,6,112,11.2,0
966,6,119,18.6,0
967,6,115,40.2,0
968,6,112,7.6,0
969,6,112,6,0
970,6,112,9.8,0
971,6,112,10.2,0
972,6,112,10.2,0
973,6,112,11.8,0
974,6,112,9.6,0
975,6,112,16.8,0
976,6,115,36.6,0
977,6,112,6.2,0
978,6,112,14.6,0
979,6,115,36.2,0
980,6,115,36.8,0
981,6,119,19.4,0
982,6,119,22,0
983,6,112,6.2,0
984,6,112,NA,1
985,6,115,NA,1
986,6,115,42.2,0
987,6,112,11,0
988,6,115,44.8,0
989,6,112,14.8,0
990,6,115,16.6,0
991,6,112,13.6,0
992,6,115,NA,1
993,6,112,13.6,0
994,6,115,NA,1
995,6,115,30.8,0
996,6,112,15.2,0
997,6,112,NA,1
998,6,115,46.8,0
999,6,115,18,0
1000,6,115,45.2,0
1001,6,112,17.2,0
1002,6,115,26.8,0
1003,6,110,24.6,0
1004,6,112,13,0
1005,6,112,NA,1
1006,6,112,NA,1
1007,6,112,19,0
1008,6,117,152,0
1009,6,112,NA,1
1010,6,110,26,0
1011,6,112,NA,1
1012,6,112,11.8,0
1013,6,112,21.2,0
1014,6,112,NA,1
1015,5,112,NA,1
1016,5,NA,NA,1
1017,5,120,26.4,0
1018,5,115,NA,1
1019,5,115,21.6,0
1020,5,115,40.6,0
1021,5,115,33.2,0
1022,5,125,111.4,0
1023,5,115,45.8,0
1024,5,112,17.4,0
1025,5,115,47.8,0
1026,5,115,33,0
1027,5,112,17.6,0
1028,5,115,45.8,0
1029,5,115,41.2,0
1030,5,112,NA,1
1031,5,120,NA,1
1032,5,112,19,0
1033,5,115,41.6,0
1034,5,110,26.4,0
1035,5,115,34.2,0
1036,5,112,16.2,0
1037,5,112,24.4,0
1038,5,115,30.8,0
1039,5,115,36.2,0
1040,5,115,20,0
1041,5,112,19,0
1042,5,120,13.8,0
1043,5,112,11.2,0
1044,5,112,14.2,0
1045,5,112,22,0
1046,5,112,14.8,0
1047,5,125,61.8,0
1048,1,112,12.4,0
1049,1,112,12.2,0
1050,1,112,14.4,0
1051,1,112,17.4,0
1052,1,112,15,0
1053,1,112,8.6,0
1054,1,112,17.4,0
1055,1,112,18.6,0
1056,1,112,6.6,0
1057,1,112,14.6,0
1058,1,112,12.6,0
1059,1,115,31.6,0
1060,1,110,21.8,0
1061,1,112,12.2,0
1062,1,112,9.4,0
1063,1,110,23.4,0
1064,1,112,NA,1
1065,1,112,NA,1
1066,1,112,NA,1
1067,1,112,NA,1
1068,1,112,NA,1
1069,1,112,16.2,0
1070,1,110,20.4,0
1071,1,115,44,0
1072,1,112,13.8,0
1073,1,112,NA,1
1074,1,112,NA,1
1075,1,112,NA,1
1076,1,112,11.2,0
1077,1,112,NA,1
1078,1,110,20.2,0
1079,1,110,NA,1
1080,1,112,13,0
1081,1,112,8.2,0
1082,1,115,30.4,0
1083,1,112,17,0
1084,1,112,19.2,0
1085,1,112,17.6,0
1086,1,112,13.8,0
1087,1,112,17.4,0
1088,1,112,10.8,0
1089,1,112,17,0
1090,1,112,16.8,0
1091,1,112,NA,1
1092,2,112,9,0
1093,2,112,18.8,0
1094,2,112,13.2,0
1095,2,112,15.8,0
1096,2,119,10.2,0
1097,2,112,13.4,0
1098,2,112,15.6,0
1099,2,112,18,0
1100,2,112,12,0
1101,2,112,12.8,0
1102,2,112,8.2,0
1103,2,112,18.6,0
1104,2,112,14.8,0
1105,2,115,44.4,0
1106,2,115,44.4,0
1107,2,112,17.4,0
1108,2,115,31.8,0
1109,2,112,17.2,0
1110,2,112,9,0
1111,2,112,18.2,0
1112,2,112,16,0
1113,2,112,NA,1
1114,2,112,14.8,0
1115,2,112,NA,1
1116,2,112,8.6,0
1117,2,NA,NA,1
1118,2,112,NA,1
1119,2,112,8.6,0
1120,2,115,48.2,0
1121,2,115,26,0
1122,2,112,NA,1
1123,2,119,9.8,0
1124,2,112,11,0
1125,2,112,16.2,0
1126,2,112,NA,1
1127,2,112,NA,1
1128,2,112,14.4,0
1129,2,112,NA,1
1130,2,112,16.8,0
1131,2,112,10.6,0
1132,2,112,NA,1
1133,2,112,NA,1
1134,2,112,16.6,0
1135,2,115,NA,1
1136,2,119,12.8,0
1137,2,112,13.6,0
1138,2,112,11.6,0
1139,7,112,7.2,0
1140,7,112,8,0
1141,7,112,19.4,0
1142,7,112,21.6,0
1143,7,112,18.2,0
1144,7,112,10.8,0
1145,7,112,10,0
1146,7,115,35.6,0
1147,7,112,17.6,0
1148,7,115,41.6,0
1149,7,115,34,0
1150,7,119,11,0
1151,7,112,11.6,0
1152,7,115,38.4,0
1153,7,115,31.8,0
1154,7,112,19.4,0
1155,7,112,12,0
1156,7,112,17.2,0
1157,7,112,17.8,0
1158,7,112,11.2,0
1159,7,117,94.8,0
1160,7,112,13,0
1161,7,119,14.2,0
1162,7,112,NA,1
1163,7,119,7.6,0
1164,7,115,45.2,0
1165,7,119,10.6,0
1166,7,117,193.8,0
1167,7,112,17.4,0
1168,7,119,8.8,0
1169,7,112,NA,1
1170,7,112,NA,1
1171,7,112,NA,1
1172,7,115,39.8,0
1173,7,119,11,0
1174,7,112,NA,1
1175,7,115,NA,1
1176,7,117,186.8,0
1177,7,112,NA,1
1178,7,117,100.8,0
